id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2915632,Appart cosy  sur les Pentes de la Croix Rousse,14889811,Karine,,1er Arrondissement,45.77166,4.83278,Entire home/apt,133,2,133,2022-11-06,1.28,3,0,4,6938113030243
1880658,Appartement Lyon,9791266,Gautier,,4e Arrondissement,45.7826107,4.8145044,Entire home/apt,120,1,1,2022-12-11,1,1,364,1,6938413489426
2952123,studio lyon near opera centre,1319577,Emmanuel,,1er Arrondissement,45.77151,4.83381,Entire home/apt,35,15,4,2021-07-24,0.05,2,317,0,6938113043606
1140466,studio métro Garibaldi Part Dieu,6254366,Hubert,,7e Arrondissement,45.74831,4.8508,Entire home/apt,40,30,308,2021-08-07,2.66,3,168,0,"Available with a mobility lease only (""bail mobilité"")"
1143697,Countryside close to the city,6270808,Benoit,,5e Arrondissement,45.74892,4.79114,Entire home/apt,110,6,9,2021-08-14,0.08,1,0,0,
1880785,Appartement de charme,9791883,Blandine,,1er Arrondissement,45.76941,4.82713,Entire home/apt,60,365,20,2017-06-18,0.24,1,0,0,
2971337,Canut pentes de la Croix-Rousse,15160605,Céline,,1er Arrondissement,45.77178,4.83486,Entire home/apt,120,365,26,2017-12-10,0.27,1,0,0,
1885147,Opéra-mineur - furnished loft rental - lyon 1,5931758,2beapart,,1er Arrondissement,45.76763,4.83708,Entire home/apt,86,30,55,2021-12-20,0.50,48,0,1,"Available with a mobility lease only (""bail mobilité"")"
1917488,Ideal fête des Lumières appartement Bellecour,9942321,Noemie,,2e Arrondissement,45.75629,4.83064,Entire home/apt,150,2,3,2021-12-12,0.05,1,0,0,6938213034174
2976822,Appartement Arty,15183338,Agathe,,6e Arrondissement,45.76389,4.85684,Entire home/apt,59,4,55,2022-10-29,0.53,1,79,7,6938612656061
1186824,Dans les nuages....,6489905,Cécile,,1er Arrondissement,45.77181,4.82074,Private room,85,3,0,,,1,365,0,
1187078,The Vendôme - 6th district,3308962,Alain,,6e Arrondissement,45.7666,4.84657,Entire home/apt,76,1,43,2022-12-11,0.53,2,105,27,6938612786220
1917560,Modern flat in the center of Lyon,5707606,Patrick,,2e Arrondissement,45.75734,4.83178,Entire home/apt,106,2,229,2022-12-11,2.10,1,37,48,6938212511166
1193019,Rent nice room 1-2 persons,6520034,Gisele,,3e Arrondissement,45.76025,4.87302,Private room,38,3,24,2022-11-21,0.24,1,180,20,
1205396,Location studio Lyon,6584478,Marion,,3e Arrondissement,45.74776,4.88094,Entire home/apt,31,365,10,2016-11-01,0.12,1,0,0,
2977144,Spacieux appartement,15081400,Quentin,,7e Arrondissement,45.75465,4.8411,Entire home/apt,90,365,0,,,1,0,0,
2987786,1 chambre (Antoine) dans appart cosy,14889811,Karine,,1er Arrondissement,45.77165,4.83446,Private room,46,2,27,2022-07-11,0.27,3,85,9,
2996021,Cossu T2 avec balcon,15272676,Anaël,,3e Arrondissement,45.76127,4.8649,Entire home/apt,59,365,60,2018-03-17,0.58,1,0,0,
3020225,Comfortable 37m² flat for 4 people.,15389836,Hermès,,3e Arrondissement,45.75392,4.8675,Entire home/apt,50,365,0,,,1,0,0,
1926730,Appartement en plein centre de Lyon,9981138,Sophie,,2e Arrondissement,45.75661,4.82808,Entire home/apt,371,2,5,2019-07-08,0.05,2,299,0,6938213443059
1206759,"Lyon 69004 Croix Rousse STUDIO ""CANUT"" 44 m2",6566071,Lydia,,4e Arrondissement,45.77621,4.83692,Entire home/apt,59,7,17,2022-08-31,0.18,1,205,3,6900100674000
1927965,Beautiful apartment in the centre of the Old Lyon,9920764,Florence,,5e Arrondissement,45.76645,4.82645,Entire home/apt,100,365,58,2019-12-07,0.58,1,0,0,
1242531,Heart of Lyon and nice view,6772488,Fabrice,,1er Arrondissement,45.76807,4.82887,Entire home/apt,85,3,174,2022-12-06,1.52,1,218,34,6938912675972
1248587,Flat in the heart of Vieux-Lyon,5239099,Pascale,,5e Arrondissement,45.76385,4.82893,Entire home/apt,19,365,110,2018-12-05,0.95,1,365,0,
1254256,appartement a louer lyon 3,4310250,Valérie Et Jose,,3e Arrondissement,45.75429,4.87379,Entire home/apt,54,365,1,2013-09-15,0.01,1,0,0,
3039971,L'Antre Sol,15479272,Valérie Et Marlène,,5e Arrondissement,45.76789,4.82569,Entire home/apt,64,7,16,2022-09-30,0.16,1,267,1,6938112466752
1927981,LE CHAMBORD - close Part Dieu,4156965,Emilie,,6e Arrondissement,45.76558,4.86707,Entire home/apt,49,28,32,2021-01-17,0.31,18,84,0,6938612382382
3045207,"Quai Victor Augagneur, Hôtel-Dieu",7576474,Mohom,,3e Arrondissement,45.75875,4.84109,Entire home/apt,148,1,808,2022-11-13,8.15,10,346,31,6938312527668
1931175,Appartement  au cœur du vieux Lyon,9997315,Claire,,5e Arrondissement,45.76391,4.82802,Entire home/apt,247,1,89,2022-11-27,0.88,1,332,22,6938512941744
3080412,Très bel appartement T2 idéalement situé,15675263,Marie,,2e Arrondissement,45.76089,4.83703,Entire home/apt,60,365,2,2016-11-10,0.02,1,0,0,
1259680,Un jardin en ville - Parking sécurisé,6859895,Catherine,,5e Arrondissement,45.75625,4.7962,Entire home/apt,119,1,327,2022-12-10,2.85,1,308,33,6938513037358
1933392,Charmante chambre Lyon centre,9659907,Martine,,7e Arrondissement,45.75409,4.83912,Private room,57,1,504,2022-12-11,4.59,1,302,89,
1266483,Apartment in the heart of Lyon,6894253,Olivier,,2e Arrondissement,45.76104,4.83722,Entire home/apt,76,2,56,2022-12-11,0.49,1,23,3,6938213356056
3080845,Chambre dans grand app de 90m2 vue dégagée,3596049,Emmanuel,,2e Arrondissement,45.74357,4.82407,Private room,52,2,61,2022-12-14,1.17,1,168,33,
1935365,chambre Lyon fête des lumières,10014536,Julie,,1er Arrondissement,45.76624,4.83197,Private room,20,1,1,2013-12-10,0.01,2,0,0,
3086902,STUDIO IN THE HEART OF CROIX-ROUSSE,15705939,Cathy,,4e Arrondissement,45.77813,4.832,Entire home/apt,57,2,387,2022-12-11,3.97,1,264,69,6938412636618
1278641,Appartement in center of Lyon 9,6958361,Florence,,9e Arrondissement,45.77886,4.80682,Entire home/apt,95,2,31,2022-12-12,0.32,1,358,8,6938913072979
1938959,Charme et confort au cœur de Lyon,10030582,Françoise,,2e Arrondissement,45.75874,4.83591,Entire home/apt,75,2,92,2022-12-05,1.12,1,148,12,6938212619648
1310835,"Flat 60m2, next to Halles Bocuse",7124610,Carine,,3e Arrondissement,45.76188278198242,4.849833011627197,Entire home/apt,75,3,54,2022-10-14,0.49,1,319,2,6938313359294
1329229,"Old Lyon 180° view,1250 sq+garden",7212199,Emma,,5e Arrondissement,45.76037,4.82485,Entire home/apt,371,2,247,2022-11-20,2.15,4,235,28,6938512403294
3104078,Joli T3 slopes of the Croix Rousse,15781138,Pierre,,1er Arrondissement,45.76984,4.83626,Entire home/apt,70,2,68,2022-12-11,0.77,1,2,16,6938112978179
3106592,Le centre ville au calme (chambre privée),9732751,Christophe,,7e Arrondissement,45.75093,4.8375,Private room,30,2,23,2019-01-05,0.22,2,0,0,
1942472,Appartement sur les quais du Rhône,9985085,Christelle,,7e Arrondissement,45.73964,4.82683,Entire home/apt,60,365,17,2021-09-24,0.15,1,89,0,
3109421,Lovely apartment in Royal neighborhood for 4,291015206,La Nuitée,,1er Arrondissement,45.76988,4.83745,Entire home/apt,86,2,18,2020-01-22,0.20,86,2,0,6938112689555
1334471,Your so Wonderful House in Lyon !,3103951,Agnès,,9e Arrondissement,45.80168,4.82089,Entire home/apt,1899,1,46,2021-07-11,0.40,12,365,0,
1944655,Quiet room near public transports,10058451,Stephane,,3e Arrondissement,45.75285,4.87108,Private room,31,2,20,2015-09-11,0.18,1,0,0,
1341551,"Spacieuse Villa, 5 chambres, séjour Zen garanti",3103951,Agnès,,9e Arrondissement,45.80142,4.82142,Private room,993,1,9,2022-11-23,0.08,12,351,4,
1947637,"Appartment in Lyon, Croix Paquet",10072333,Maxime & Chloé,,1er Arrondissement,45.77168,4.83494,Entire home/apt,80,2,43,2018-07-17,0.39,1,0,0,6938112480016
1357034,Nice bedroom close to subway,1651032,Cédric,,9e Arrondissement,45.767,4.80983,Private room,40,3,20,2020-03-27,0.17,1,312,0,
3120432,DUPLEX Centre CROIX ROUSSE / VUE JARDIN,10937034,Laurent,,4e Arrondissement,45.77842,4.8305,Entire home/apt,92,5,11,2022-10-05,0.13,1,357,2,6938412605538
1949220,Lyon red cross holiday period,9032736,Anne,,4e Arrondissement,45.77589,4.83494,Entire home/apt,111,3,97,2022-12-11,0.99,1,0,12,6938413097565
1951381,Grand appartement au coeur de Lyon,8050592,Aurore,,2e Arrondissement,45.75355,4.83184,Entire home/apt,150,365,0,,,1,0,0,
3121084,studio dans maison de ville,15854880,Denis,,8e Arrondissement,45.72471,4.8801,Entire home/apt,42,7,10,2022-10-15,0.10,2,32,5,6938812412319
3435928,bel appartement Croix-Rousse,17318153,Catherine,,4e Arrondissement,45.77694,4.826,Entire home/apt,80,365,31,2019-12-15,0.30,1,0,0,
1953871,Quiet appartment city center Lyon,8826693,Dulcie,,2e Arrondissement,45.75118,4.83037,Entire home/apt,90,365,16,2017-10-22,0.22,2,0,0,
3447042,Le Vert Levy - proche Part Dieu,17371933,Véronique Et Sébastien,,3e Arrondissement,45.75294,4.86501,Entire home/apt,52,365,18,2021-08-14,0.19,1,178,0,228016
3136123,Bel appartement 5min Hotel de ville,15524720,Nina,,6e Arrondissement,45.77007,4.84382,Entire home/apt,85,365,6,2015-06-06,0.06,1,0,0,
1958003,Chambre dans appartement. Petit déjeuner compris,10120015,Florence,,2e Arrondissement,45.75769,4.82993,Private room,71,2,4,2019-11-22,0.04,2,311,0,
3151277,"Charming 2 room flat, 55m² downtown",15995025,Paco Et Laurie,,7e Arrondissement,45.74895,4.8446,Entire home/apt,62,365,18,2016-12-29,0.19,2,0,0,
3159431,Lovely flat  .Vieux Lyon,16031596,Jean Marie,,5e Arrondissement,45.75791,4.82451,Entire home/apt,96,3,71,2022-12-09,0.75,1,66,16,6938012500631
3160087,Charmant T1 en plein coeur de Lyon,16034119,Laetitia,,7e Arrondissement,45.75421,4.84102,Entire home/apt,50,365,1,2014-12-09,0.01,1,0,0,
3163205,L’Artiste – studio calme au coeur de Lyon,15799960,Marc-Edouard,,1er Arrondissement,45.76868,4.83646,Entire home/apt,79,2,45,2022-10-30,0.45,1,84,19,6938113087354
3214660,Splendid appartement in city center,16234918,Marie Et Olivier,,1er Arrondissement,45.76831,4.82809,Entire home/apt,290,2,85,2022-12-04,0.87,1,312,13,6938113010249
3464928,T2 en duplex,17457488,Lionel,,1er Arrondissement,45.76888,4.83336,Entire home/apt,55,365,49,2017-01-02,0.48,1,0,0,
3465206,Appt quiet with parking in la Croix-Rousse,17458654,Yvan,,4e Arrondissement,45.7778,4.82397,Entire home/apt,140,2,60,2021-08-29,0.59,1,1,0,6938412646120
3471231,Studio Calme Lumineux à Vaise,17488690,Philippe,,9e Arrondissement,45.77666,4.80853,Entire home/apt,47,4,114,2022-08-21,1.12,1,0,4,6938912911544
3476834,Private room near Part-Pieu,7599382,Cristian,,3e Arrondissement,45.75495,4.86566,Private room,29,2,6,2018-09-07,0.10,3,0,0,6938312701674
3476854,Chic appartement near La Part-Dieu station,7599382,Cristian,,3e Arrondissement,45.75555,4.86745,Entire home/apt,70,3,70,2018-06-01,0.75,3,0,0,6938312701674
1958078,"Charmant appartement, vue Fourvière",10120015,Florence,,2e Arrondissement,45.75937,4.83016,Entire home/apt,100,2,113,2022-12-04,1.02,2,249,15,6938212563428
3491859,Appartement Lyon 4 Croix Rousse terrasse + Garage,17584291,Benjamin,,4e Arrondissement,45.78249,4.83729,Entire home/apt,200,2,8,2022-12-11,0.09,1,147,1,6938413070148
3501079,"2 rooms, 1 livingroom, 1 garden.",17629115,Marie,,8e Arrondissement,45.74013,4.86697,Entire home/apt,99,365,5,2017-12-10,0.06,1,0,0,
3514864,Private Room,7599382,Cristian,,3e Arrondissement,45.7552,4.86702,Private room,21,3,13,2019-12-08,0.15,3,0,0,6938312701674
3253366,Loft 300 m2 with garden Old Town,5322620,Guilaine,,5e Arrondissement,45.75438,4.82383,Entire home/apt,679,2,57,2022-12-11,0.61,2,41,3,6938512612736
3297586,Chambre d'hôtes indépendante de charme  Lyon 9,16657588,Sylvie Et Xavier,,9e Arrondissement,45.79923,4.83447,Private room,90,1,43,2022-12-11,0.87,1,173,17,
1958363,85 m2  centre de lyon rue piètonne,6183392,Marie-Helene,,2e Arrondissement,45.76208,4.83373,Entire home/apt,159,3,22,2022-12-10,0.22,1,247,6,6938212661418
3305894,BELLECOUR ( rue gasparin ),16696034,Olivier,,2e Arrondissement,45.7579,4.8331,Entire home/apt,56,365,78,2020-08-26,0.76,1,88,0,
3337578,location appartement Lyon 01,16846907,Mony,,1er Arrondissement,45.77084,4.83444,Entire home/apt,49,365,0,,,1,362,0,
3343095,Beautiful Loft Style Artist,16873161,Patrick,,3e Arrondissement,45.75253,4.86438,Entire home/apt,72,4,63,2022-08-30,0.64,1,0,6,6938313295552
3345995,"Appartement ancien.
170 m2 en plein coeur de Lyon.",16889087,Sandrine,,2e Arrondissement,45.76445,4.83257,Entire home/apt,180,3,31,2022-04-24,0.33,1,0,7,6938312919925
3355484,"Homestay Lyon, downtown,  2nd distr",12575859,Sophie,,2e Arrondissement,45.75459,4.82583,Private room,20,30,3,2019-03-27,0.04,1,327,0,
3517871,Charme Vieux Lyon Côté Palais,17712817,Odile,,5e Arrondissement,45.7632,4.82684,Entire home/apt,122,3,288,2022-12-12,2.84,3,186,31,6938512378550
1958504,"Small bedroom, in Lyon center",1760477,Sabrina,,1er Arrondissement,45.77138,4.83657,Private room,41,3,79,2022-10-19,0.72,1,223,12,
3519149,Belle maison 150 m2 Croix Rousse,10581514,Pascal,,4e Arrondissement,45.78133,4.83485,Entire home/apt,229,365,2,2014-08-18,0.02,1,0,0,
3369420,Renaissance au cœur du Vieux Lyon,16999525,Karenetfabrice,,5e Arrondissement,45.76469,4.82817,Entire home/apt,150,365,0,,,1,365,0,
3402686,3 rooms apartment Lyon 1er downtown,17158150,Guilhem,,1er Arrondissement,45.77126,4.83592,Entire home/apt,100,365,0,,,1,0,0,
1977980,Joli appartement T2 au cœur de Lyon,10209433,Élise,,1er Arrondissement,45.76937,4.83552,Entire home/apt,55,365,18,2018-09-20,0.28,1,0,0,
3403380,A 84m ² Lyon for you.,17110764,Nadine Et Richard,,7e Arrondissement,45.74704,4.84685,Entire home/apt,110,365,110,2018-03-31,1.10,1,244,0,
3547608,Le St Maurice - Appt cosy,337698666,Agence COCOONR / BOOK&PAY,,8e Arrondissement,45.74278,4.86675,Entire home/apt,77,1,40,2022-01-05,0.41,28,0,3,6938812414396
1980953,Fête des Lumières Croix Rousse,10222830,Christel,,4e Arrondissement,45.77393,4.82344,Entire home/apt,150,365,0,,,1,0,0,
1983195,Charming B&B in Lyon Center,10232768,Emmanuel,,9e Arrondissement,45.79966,4.82988,Entire home/apt,70,2,112,2022-11-01,1.04,1,213,19,6938912978256
3557394,Croix Rousse bijou studio flat,17909339,Philippine & Pierre-Jean,,1er Arrondissement,45.77381,4.83658,Private room,62,12,68,2022-10-02,0.68,4,285,6,
3410356,Chambre indépendante sur le Parc de la Tête d'Or,6829639,Laure,,6e Arrondissement,45.77631,4.84484,Private room,52,2,135,2022-12-04,1.32,1,316,26,6938612806313
1984468,"Bright apartment, Center.",10239011,Mathias,,1er Arrondissement,45.77201,4.83533,Entire home/apt,100,365,4,2021-09-25,0.04,1,362,0,
1996196,Appartement de 50m² à bellecour,10287574,Elodie,,2e Arrondissement,45.76078,4.83172,Entire home/apt,200,365,0,,,1,0,0,
3414046,Chambre dans appartement équipé -GL1,14809773,Sébastien,,3e Arrondissement,45.75558,4.8426,Private room,35,5,12,2021-09-11,0.12,18,335,0,
3569031,jolie appartement  croix rousse,10402413,Yvan,,4e Arrondissement,45.77514,4.82299,Entire home/apt,45,2,136,2022-12-11,1.34,1,301,29,6938413094397
1998671,Fête des lumières à la Croix Rousse,10297111,Sonia,,1er Arrondissement,45.77386,4.8269,Entire home/apt,86,365,0,,,1,0,0,
2000033,Beau T2 saxe gambetta modern/retro,10296185,Carole,,7e Arrondissement,45.7506,4.8424,Entire home/apt,90,32,14,2022-08-25,0.20,2,141,2,"Available with a mobility lease only (""bail mobilité"")"
3583248,Bel appartement en plein Vieux Lyon,18049567,Marie,,5e Arrondissement,45.75907,4.8257,Entire home/apt,90,365,11,2017-05-14,0.11,1,0,0,
4320365,appartement calme et lumineux,21948948,Hélène,,9e Arrondissement,45.77014,4.80158,Entire home/apt,120,365,0,,,1,0,0,
2004588,Charme d'antan Vieux Lyon parking,10320725,Anne Sophie,,5e Arrondissement,45.7646,4.82801,Entire home/apt,95,365,12,2015-12-31,0.11,1,0,0,
4320769,"In the heart of ""Opera Royale""",22433371,Philippe,,1er Arrondissement,45.77211,4.83817,Entire home/apt,96,4,131,2022-11-19,1.33,2,68,20,6938113030639
4321053,'River Saône and marina view',14982159,Marie,,2e Arrondissement,45.742,4.81728,Private room,145,1,7,2022-12-11,0.07,1,0,1,
4321523,Séjour à Lyon,13715953,Alexandre,,7e Arrondissement,45.75401,4.84074,Entire home/apt,150,365,15,2022-11-06,0.15,1,0,1,6938713407288
3597316,Très beau T3 avec Jardin en Bord de Saône,18013300,Morgane,,9e Arrondissement,45.79016,4.81428,Entire home/apt,80,365,12,2017-04-17,0.12,1,0,0,
3600741,chambre climatisée au métro Jean Jaurès,18141612,Simon,,7e Arrondissement,45.73622,4.83858,Private room,32,3,63,2022-09-02,0.72,3,0,10,
2005196,Charming loft 2r - Vieux Lyon-old town - Nice view,2540768,Celine,,5e Arrondissement,45.7669,4.82324,Entire home/apt,28691,3,109,2022-12-06,1.35,1,5,9,6938513015186
3607373,Cordeliers Chambre dans appart 90m2,18179406,Leonardo,,2e Arrondissement,45.76158,4.83268,Private room,25,1,0,,,1,0,0,
4322520,"Grand T2 pour 4 personnes, Place Bellecour",369826491,WeHost,,2e Arrondissement,45.75754,4.83359,Entire home/apt,122,3,67,2022-11-20,0.69,73,108,30,6938212966670
2007559,Room with breakfast twenty meters from the metro,10332810,Thierry,,9e Arrondissement,45.77611,4.80626,Private room,35,3,87,2022-09-03,1.15,2,118,9,
4326963,appartement calme et lumineux,20267249,Hélène,,9e Arrondissement,45.77075,4.80415,Entire home/apt,120,365,0,,,1,0,0,
3609743,Chambre avec dressing.,18189468,Marie-Noëlle,,5e Arrondissement,45.76411,4.78683,Private room,70,5,3,2022-08-31,0.04,4,107,1,
2009217,Appartement Vieux Lyon. St Jean,10340347,Anne,,5e Arrondissement,45.76384,4.82775,Entire home/apt,70,365,1,2013-12-09,0.01,1,365,0,
3614144,Fête des Lumières Lyon Appartement,8237902,Gaël,,7e Arrondissement,45.74834,4.8509,Entire home/apt,75,365,2,2014-12-07,0.02,1,0,0,
3634760,Duplex au coeur de Lyon 1er,17515265,Anais Et Thomas,,1er Arrondissement,45.76981,4.83553,Entire home/apt,60,2,13,2020-03-02,0.13,1,23,0,6938113465060
4330056,Grand appartement Part Dieu,22482608,Magali,,3e Arrondissement,45.75399,4.8675,Entire home/apt,290,2,290,2022-11-27,3.04,1,141,41,6938312528856
2009456,Idéal fête lumières vue sur Lyon,10341579,Axelle,,3e Arrondissement,45.75718,4.85536,Shared room,95,1,0,,,1,0,0,
2009737,Ozanam apartment with terrace,5931758,2beapart,,1er Arrondissement,45.77359,4.82784,Entire home/apt,155,2,30,2022-08-03,0.28,48,238,2,0693811800241
4345132,Charmant T2 54m2 Centre Ville,7395441,Sabine,,6e Arrondissement,45.77029,4.8476,Entire home/apt,110,3,49,2022-08-10,0.50,1,205,3,6938612920832
3647704,Collocation jeunes Lyon 7ème,18234119,Romain,,7e Arrondissement,45.74965,4.83815,Private room,15,1,0,,,1,0,0,
3650741,"Idéal pour les Lumieres, proximite Presqu'ile",6182909,Benjamin,,3e Arrondissement,45.75644,4.84377,Entire home/apt,85,2,21,2017-11-01,0.21,1,0,0,6938213079112
2010527,BEAUTIFUL ROOMS WITH AMAZING VIEW !,4482766,Béatrice,,1er Arrondissement,45.77035,4.83085,Private room,35,1,6,2018-09-21,0.08,1,0,0,
3658060,Studio 2 personnes Lyon,18534756,Xavier,,7e Arrondissement,45.75188,4.84784,Entire home/apt,40,365,0,,,1,0,0,
3664047,Appartement typique Croix-Rousse,11593062,Fabrice,,4e Arrondissement,45.77639,4.8339,Entire home/apt,65,365,3,2014-12-08,0.03,1,0,0,
3664923,Bel appartement typiquement Lyonnais Croix Rousse,18581140,Dominique,,4e Arrondissement,45.77507,4.83404,Entire home/apt,150,2,3,2019-01-28,0.03,1,0,0,6938412603162
3683970,Super appartement bien situé,18732380,Schirin,,3e Arrondissement,45.75308,4.85314,Entire home/apt,30,365,8,2014-11-02,0.08,1,0,0,
4347295,Appart agréable bien placé et tout équipé!,20788584,Camille,,7e Arrondissement,45.73666,4.83632,Entire home/apt,79,2,74,2022-10-24,0.76,1,91,12,6938012630194
4348895,Apt entre Opéra et parc tête d'or,18877251,Thierry,,4e Arrondissement,45.78165,4.83841,Entire home/apt,63,2,219,2022-08-30,2.24,1,218,32,6938412924549
2013519,"Lyon centre, grand appartement au calme",7995669,Laurence,,7e Arrondissement,45.75384,4.83834,Entire home/apt,100,1,45,2022-12-11,0.41,1,311,4,6938713105303
4349608,Appartement Canut Croix-Rousse,22578288,Maxime,,1er Arrondissement,45.77104,4.83209,Entire home/apt,50,7,72,2022-06-06,0.74,1,0,10,6938113082802
4364775,T2 'Le St Antoine'  GARE Part Dieu Lyon,5117719,Cecile,,3e Arrondissement,45.76325,4.8662,Entire home/apt,57,8,25,2022-09-16,0.29,15,317,9,6938312404439
3703665,Location Studio 30m² Lyon,17469091,Léo,,8e Arrondissement,45.73613,4.8679,Entire home/apt,30,365,0,,,1,0,0,
3705076,Chambre dans notre maison au coeur de Monplaisir,17338153,Gérard,,8e Arrondissement,45.74008,4.86494,Private room,100,1,1,2021-12-12,0.08,1,54,0,
